uid,video_id,start_seconds,stop_seconds,narration,verb,noun,location
217,P01_01,994.54,997.07,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
218,P01_01,997.17,1007.93,put cutlery into cupboard,put,cutlery,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
219,P01_01,1007.68,1009.46,close drawer,close,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
220,P01_01,1009.94,1010.89,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
221,P01_01,1010.9,1018.04,stir vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
222,P01_01,1018.21,1020.21,adjust,adjust,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
223,P01_01,1020.56,1025.06,stir vegetables,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
224,P01_01,1025.41,1032.73,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
225,P01_01,1033.6,1034.56,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
226,P01_01,1035.04,1037.63,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
227,P01_01,1036.96,1041.42,take glass,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
228,P01_01,1040.23,1048.68,put down,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
229,P01_01,1041.52,1046.04,put down glass,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
230,P01_01,1046.31,1048.4,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
231,P01_01,1051.67,1052.77,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
232,P01_01,1051.88,1067.42,stir vegetables into a bowl,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
233,P01_01,1066.54,1067.6,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
234,P01_01,1074.15,1076.28,take container,take,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
235,P01_01,1075.38,1076.71,open container,open,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
236,P01_01,1077.1,1078.82,take container out of container,take,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
237,P01_01,1079.03,1083.58,close container,close,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
238,P01_01,1083.68,1084.55,put container back into cupboard,put,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
239,P01_01,1086.44,1087.95,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
240,P01_01,1087.48,1092.33,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
241,P01_01,1094.25,1103.39,stir vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
242,P01_01,1099.02,1131.26,still stirring vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
243,P01_01,1131.93,1133.76,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
244,P01_01,1163.09,1171.98,stir vegetables,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
245,P01_01,1172.15,1178.4,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
246,P01_01,1178.58,1180.53,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
248,P01_01,1214.16,1215.4,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
249,P01_01,1215.19,1225.84,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
250,P01_01,1215.33,1225.72,stir vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
251,P01_01,1225.6,1226.6,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
252,P01_01,1227.73,1230.68,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
253,P01_01,1231.57,1236.04,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
254,P01_01,1236.14,1238.93,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
255,P01_01,1247.89,1249.76,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
256,P01_01,1251.05,1252.99,take drainer,take,drainer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
257,P01_01,1263.99,1265.35,take glass and bottle,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
258,P01_01,1265,1270.37,pour water onto glass,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
259,P01_01,1270.93,1276.66,drink water,drink,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
260,P01_01,1272.55,1273.96,put down bottle,put-down,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
261,P01_01,1276.12,1277.61,put down glass,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
262,P01_01,1280.72,1281.54,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
263,P01_01,1281.73,1292.7,stir vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
264,P01_01,1289.56,1296.27,still stirring vegetables and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
265,P01_01,1295.96,1296.98,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
266,P01_01,1304.5,1305.45,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
267,P01_01,1306.28,1312.18,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
268,P01_01,1311.47,1314.03,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
271,P01_01,1353.66,1355.47,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
272,P01_01,1355.25,1359.79,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
273,P01_01,1359.78,1365.4,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
274,P01_01,1366.01,1369.61,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
275,P01_01,1369.72,1373.8,turn off hob,turn-off,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
276,P01_01,1392.79,1395.13,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
277,P01_01,1396.56,1401.29,drain saucepan,drain,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
278,P01_01,1401.98,1408.8,drain rice,drain,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
279,P01_01,1409.67,1413.1,pour rice onto pan,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
280,P01_01,1413,1414,put on drainer,put-on,drainer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
281,P01_01,1414.71,1424.23,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
282,P01_01,1424.2,1425.98,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
283,P01_01,1426.14,1427.8,put down drainer,put-down,drainer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
284,P01_01,1428.37,1429.19,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
285,P01_01,1429.49,1430.24,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
286,P01_01,1430.72,1436.34,stir vegetables rice and tofu,stir,vegetable,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
287,P01_01,1436.35,1437.03,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
288,P01_01,1436.96,1443.62,pour curry powder,pour,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
289,P01_01,1437.14,1437.82,take curry powder,take,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
290,P01_01,1438.23,1439.16,open curry powder,open,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
291,P01_01,1442.96,1444.06,put down curry powder,put-down,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
292,P01_01,1443.85,1444.93,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
293,P01_01,1444.87,1457,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
294,P01_01,1455.34,1462.6,still stirring rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
295,P01_01,1462.7,1469.94,still stirring rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
296,P01_01,1470.04,1505.28,still stirring rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
297,P01_01,1504.53,1507.43,turn off hob,turn-off,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
298,P01_01,1508.06,1518.08,stir rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
299,P01_01,1518.18,1526.2,still stirring rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
300,P01_01,1524,1548.5,still stirring rice,stir,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
301,P01_01,1548.75,1549.85,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
302,P01_01,1550.1,1554.13,close curry powder,close,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
303,P01_01,1554.44,1555.19,put curry powder down,put,powder:curry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
304,P01_01,1555.54,1556.79,take container,take,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
305,P01_01,1556.82,1558.67,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
306,P01_01,1557.62,1562.98,pour rice into container,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
307,P01_01,1560.82,1573.78,pour rice into container,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
308,P01_01,1562.53,1564.28,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
309,P01_01,1564.38,1566.13,pour rice into container,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
310,P01_01,1566.48,1568.48,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
311,P01_01,1573.89,1574.66,put down container,put-down,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
312,P01_01,1574.19,1575.3,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
313,P01_01,1575.37,1577.29,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
314,P01_01,1577.78,1579.15,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
315,P01_01,1579.22,1580.16,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
316,P01_01,1580.1,1592.56,pour rice onto plate,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
317,P01_01,1593.88,1599.85,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
318,P01_01,1600.67,1606.04,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
319,P01_01,1606.11,1618.12,pour rice into container,pour,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
320,P01_01,1606.24,1618.73,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
321,P01_01,1618.16,1620.51,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
322,P01_01,1620.99,1623.13,put down pan,put-down,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
323,P01_01,1625.28,1626.96,open tap,open,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
324,P01_01,1627.07,1629.7,washing pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
325,P01_01,1630.12,1633.57,wash saucepan,wash,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
326,P01_01,1633.69,1635.21,wash drainer,wash,drainer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
327,P01_01,1634.97,1636.13,close tap,close,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
328,P01_01,1637.63,1639.73,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
329,P01_01,1640.4,1641.69,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_01.MP4
330,P01_02,5.07,6.84,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
331,P01_02,8.61,9.28,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
332,P01_02,10.13,18.13,throw leftovers into bin,throw,leftover,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
333,P01_02,18.38,19.13,close bin,close,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
334,P01_02,21.01,22.56,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
335,P01_02,24.02,25.25,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
336,P01_02,24.53,25.87,squeeze sponge,squeeze,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
337,P01_02,26.26,27.3,open tap,open,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
338,P01_02,26.75,29.25,rinse sponge,rinse,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
339,P01_02,28.71,30.18,take washing up liquid,take-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
340,P01_02,30.2,32.45,pour washing up liquid into sponge,pour-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
341,P01_02,32.48,35.54,squeeze sponge,squeeze,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
342,P01_02,34.64,35.7,take fork,take,fork,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
343,P01_02,35.49,41.24,wash fork,wash,fork,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
344,P01_02,41.75,42.63,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
345,P01_02,42.69,49.44,wash knife,wash,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
346,P01_02,49.51,50.02,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
347,P01_02,50.32,51.14,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
348,P01_02,50.89,60.52,wash plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
349,P01_02,60.45,63.42,still washing plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
350,P01_02,63.16,64.13,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
351,P01_02,64.23,64.86,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
352,P01_02,66.61,67.63,open tap,open,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
353,P01_02,67.38,69.37,rinse spatula,rinse,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
354,P01_02,69.32,77.33,wash spatula,wash,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
355,P01_02,76.18,81.23,still washing spatula,wash,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
356,P01_02,80.12,82,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
357,P01_02,82.1,82.92,take colander,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
358,P01_02,82.91,88.34,wash colander,wash,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
359,P01_02,88.08,89.72,put down colander,put-down,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
360,P01_02,89.78999999999999,91.38,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
361,P01_02,91.48,95.72999999999999,wash saucepan,wash,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
362,P01_02,95.71000000000001,101.2,still washing saucepan,wash,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
363,P01_02,101.3,108.4,still washing saucepan,wash,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
364,P01_02,109.17,111.28999999999999,take colander,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
365,P01_02,109.17,110.91,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
366,P01_02,110.75,112.25,put down colander,put-down,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
367,P01_02,113.35,115.97999999999999,empty pan,empty,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
368,P01_02,116.69,123.94,wash pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
369,P01_02,125.13,131.38,still washing pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
370,P01_02,131.48,136.32999999999998,continue washing pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
371,P01_02,136.32999999999998,137.93,put down pan,put-down,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
372,P01_02,138.53,140.53,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
373,P01_02,140.87,146.62,wash cutting board,wash,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
374,P01_02,147.73,152.22,still washing cutting board,wash,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
375,P01_02,152.32,153.57,put down cutting board,put-down,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
376,P01_02,153.75,154.79,take grater,take,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
377,P01_02,154.71,157.06,wash grater,wash,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
378,P01_02,155.68,163.6,still washing grater,wash,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
379,P01_02,163.39,163.96,put down sponge,put-down,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
380,P01_02,164.84,166.74,put down grater,put-down,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
381,P01_02,168.31,169.34,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
382,P01_02,170.82999999999998,171.46,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
383,P01_02,171.54,173.54,wash spoon,wash,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
384,P01_02,172.98,173.71,put down sponge,put-down,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
385,P01_02,173.74,175.49,open tap,open,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
386,P01_02,175.36,176.45,rinse hand,rinse,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
387,P01_02,176.55,179.73,rinse spoon,rinse,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
388,P01_02,181.48,188.71,rinse grater,rinse,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
389,P01_02,188.81,199.07999999999998,still rinsing grater,rinse,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
390,P01_02,199.57999999999998,200.5,put down grater,put-down,grater,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
391,P01_02,200.43,202.26,take colander,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
392,P01_02,202.42000000000002,210.66,rinse colander,rinse,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
393,P01_02,208.16,216.92000000000002,still rinsing colander,rinse,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
394,P01_02,217.48,218.43,put down colander,put-down,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
395,P01_02,218.35,219.61,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
397,P01_02,226.66,228.11,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
398,P01_02,230.37,231.17000000000002,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
399,P01_02,231.27,238.94,rinse saucepan,rinse,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
400,P01_02,239.04,246.2,still rinsing saucepan,rinse,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
401,P01_02,245.66,248.95,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
402,P01_02,249.25,253.4,empty pan,empty,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
403,P01_02,252.43,253.91,empty pan,empty,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
404,P01_02,253.77,261.44,rinse pan,rinse,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
405,P01_02,254,262.99,wash pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
406,P01_02,256.74,258.28,adjusting top,adjust,top,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
407,P01_02,257.96,264.21,wash pan,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
408,P01_02,262.51,270.91,still rinsing pan,rinse,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
409,P01_02,270.59,278.5,washing pans,wash,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
410,P01_02,278.9,285.87,rinse pan,rinse,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
411,P01_02,279.21,288.69,still rinsing pan,rinse,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
412,P01_02,288.79,290.98,put down pan,put-down,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
413,P01_02,290.08,291.44,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
414,P01_02,291.32,295.40999999999997,rinse knife,rinse,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
415,P01_02,295.47,296.22,take fork,take,fork,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
416,P01_02,295.49,296.98,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
417,P01_02,296.32,299.6,rinse fork,rinse,fork,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
418,P01_02,299.67,300.45,put down fork,put-down,fork,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
419,P01_02,300.52,301.27,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
420,P01_02,301.47,305.47,rinse plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
421,P01_02,305.57,308.25,still rinsing plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
422,P01_02,309.1,311.17,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
423,P01_02,309.27,310.02,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
424,P01_02,310.05,319.15,rinse cutting board,rinse,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
425,P01_02,319.5,324.25,still rinsing cutting board,rinse,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
426,P01_02,324.25,327,put down cutting board,put-down,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_02.MP4
